Ticker,Date,Type,Description
JINDALSTEL,2022-09-20,Dividend,Dividend - Rs 2 Per Share
JSWENERGY,2021-07-27,Dividend, Dividend - Rs 2 Per Share
JSWENERGY,2022-05-30,Dividend,Dividend - Rs 2 Per Share
JSWSTEEL,2021-07-05,Dividend, Annual General Meeting/Dividend - Rs 6.50 Per Share
JSWSTEEL,2022-07-04,Dividend,Annual General Meeting/Dividend - Rs 17.35 Per Share
JUBLFOOD,2021-08-06,Dividend, Dividend - Rs 6 Per Share
JUBLFOOD,2022-04-19,Split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share
JUBLFOOD,2022-07-08,Dividend,Dividend - Rs 1.20 Per Share
KEI,2021-03-09,Dividend, Interim Dividend - Rs 2 Per Share
KEI,2022-02-07,Dividend,Interim Dividend - Rs 2.50 Per Share
KEI,2023-02-03,Dividend,Interim Dividend - Rs 3 Per Share
KOTAKBANK,2021-08-11,Dividend, Dividend - Rs 0.90 Per Share
KOTAKBANK,2022-08-11,Dividend,Dividend - Rs 1.10 Per Share
KPITTECH,2021-08-17,Dividend, Annual General Meeting/Dividend - Rs 1.50 Per Share
KPITTECH,2022-02-10,Dividend,Interim Dividend - Rs 1.25 Per Share
KPITTECH,2022-08-12,Dividend,Dividend - Rs 1.85 Per Share
KPITTECH,2023-02-10,Dividend,Interim Dividend - Rs 1.45 Per Share
LAURUSLABS,2021-02-08,Dividend, Interim Dividend - Rs 0.40 Per Share
LAURUSLABS,2021-05-11,Dividend, Interim Dividend - Re 0.80  Per Share
LAURUSLABS,2021-11-17,Dividend, Interim Dividend - Rs 0.80 Per Share
LAURUSLABS,2022-05-10,Dividend,Interim Dividend - Rs 1.20 Per Share
LAURUSLABS,2022-11-03,Dividend,Interim Dividend - Rs  0.80 Per Share
LICHSGFIN,2021-09-16,Dividend, Annual General Meeting/Dividend - Rs 8.50 Per Share
LICHSGFIN,2022-09-19,Dividend,Annual General Meeting/Dividend - Rs 8.50 Per Share
LICI,2022-08-25,Dividend,Dividend - Rs 1.50 Per Share
LT,2021-07-28,Dividend, Annual General Meeting/Dividend - Rs 18 Per Share
LT,2022-07-21,Dividend,Dividend - Rs 22 Per Share
LTF,2022-07-01,Dividend,Dividend - Rs 0.50 Per Share
LUPIN,2021-07-27,Dividend, Dividend - Rs 6.50 Per Share
LUPIN,2022-07-14,Dividend,Dividend - Rs  4 Per Share
M&M,2021-07-15,Dividend, Annual General Meeting/Dividend - Rs 8.75 Per Share
M&M,2022-07-14,Dividend,Annual General Meeting/Dividend - Rs 11.55 Per Share
MANAPPURAM,2021-02-10,Dividend, Interim Dividend - Rs 0.65 Per Share
MANAPPURAM,2021-06-04,Dividend, Interim Dividend - Rs 0.75 Per Share
MANAPPURAM,2021-08-20,Dividend, Interim Dividend - Rs 0.75 Per Share
MANAPPURAM,2021-11-24,Dividend, Interim Dividend - Rs 0.75 Per Share
MANAPPURAM,2022-02-24,Dividend,Int Dividend - Rs 0.75 Per Share
MANAPPURAM,2022-05-27,Dividend,Interim Dividend - Rs 0.75 Per Share
MANAPPURAM,2022-08-17,Dividend,Interim Dividend - Rs  0.75 Per Share
MANAPPURAM,2022-11-22,Dividend,Interim Dividend - Re 0.75 Per Share
MANAPPURAM,2023-02-15,Dividend,Interim Dividend - Re 0.75 Per Share
MARICO,2021-03-10,Dividend, Interim Dividend - Rs 4.50 Per Share
MARICO,2021-11-08,Dividend, Interim Dividend - Rs 3 Per Share
MARICO,2022-02-04,Dividend,Interim Dividend - Rs 6.25 Per Share
MARICO,2023-03-08,Dividend,Interim Dividend - Rs 4.50 Per Share
MARUTI,2021-08-05,Dividend, Dividend - Rs 45 Per Share
MARUTI,2022-08-03,Dividend,Dividend - Rs 60 Per Share
MAZDOCK,2021-02-22,Dividend, Interim Dividend - Rs 5.41 Per Share
MAZDOCK,2021-09-20,Dividend, Annual General Meeting/Dividend - Rs 1.83 Per Share
MAZDOCK,2022-01-06,Dividend,Interim Dividend - Rs 7.10 Per Share
MAZDOCK,2022-09-19,Dividend,Annual General Meeting/Dividend - Rs  1.63 Per Share
MAZDOCK,2022-11-21,Dividend,Interim Dividend - Rs 9.10 Per Share
MCX,2021-08-26,Dividend, Dividend - Rs 27.60 Per Share
MCX,2022-09-19,Dividend,Dividend - Rs 17.40 Per Share
MOTHERSON,2021-09-03,Dividend, Annual General Meeting/Dividend - Rs 1.50 Per Share
MOTHERSON,2022-08-12,Dividend,Annual General Meeting/Dividend - Rs  0.65 Per Share
MOTHERSON,2022-10-03,Bonus,Bonus 1:2
MPHASIS,2021-09-13,Dividend, Annual General Meeting/Dividend - Rs 38 Per Share/Special Dividend - Rs 27 Per Share
MPHASIS,2022-07-05,Dividend,Annual General Meeting/Dividend - Rs 46 Per Share
MUTHOOTFIN,2021-04-22,Dividend, Interim Dividend - Rs 20 Per Share
MUTHOOTFIN,2022-04-25,Dividend,Interim Dividend - Rs 20 Per Share
NATIONALUM,2021-03-22,Dividend, Interim Dividend - Rs 2 Per Share
NATIONALUM,2021-09-23,Dividend, Annual General Meeting/Dividend - Re 1 Per Share
NATIONALUM,2021-11-24,Dividend, Interim Dividend - Rs 2 Per Share
NATIONALUM,2022-02-17,Dividend,Interim Dividend - Rs 3 Per Share
NATIONALUM,2022-09-15,Dividend,Annual General Meeting/Dividend - Rs 1.50 Per Share
NATIONALUM,2023-01-25,Dividend,Interim Dividend - Re 1 Per Share
NATIONALUM,2023-03-21,Dividend,Interim Dividend - Rs 2.50 Per Share
NAUKRI,2021-06-21,Dividend, Interim Dividend - Rs  8 Per Share
NAUKRI,2022-01-17,Dividend,Interim Dividend - Rs 8 Per Sh
NAUKRI,2022-08-18,Dividend,Annual General Meeting/Dividend - Rs 5 Per Share
NAUKRI,2022-11-18,Dividend,Interim Dividend - Rs 10 Per Share
NBCC,2021-09-22,Dividend, Dividend - Rs 0.47 Per Share
NBCC,2022-09-01,Dividend,Dividend - Re 0.50 Per Share
NESTLEIND,2021-04-29,Dividend, Interim Dividend - Rs 25 Per Share
NESTLEIND,2021-04-29,Dividend, Annual General Meeting/Dividend - Rs 65 Per Share
NESTLEIND,2021-10-26,Dividend, Interim Dividend - Rs 110 Per Share
NESTLEIND,2022-04-21,Dividend,Interim Dividend - Rs 25 Per Sh/Dividend - Rs 65 Per Share
NESTLEIND,2022-10-31,Dividend,Interim Dividend - Rs 120 Per Share
NHPC,2021-02-22,Dividend, Interim Dividend - Rs 1.25 Per Share
NHPC,2021-09-16,Dividend, Dividend - Rs 0.35  Per Share
NHPC,2022-02-22,Dividend,Interim Dividend - Rs 1.31 Per Share
NHPC,2022-08-10,Dividend,Dividend - Rs 0.50 Per Share
NHPC,2023-02-17,Dividend,Interim Dividend - Rs 1.40 Per Share
NMDC,2021-03-22,Dividend, Interim Dividend - Rs 7.76  Per Share
NMDC,2021-12-14,Dividend, Interim Dividend - Rs 9.01 Per Share
NMDC,2022-02-17,Dividend,Interim Dividend - Rs 5.73 Per Share
NMDC,2023-02-24,Dividend,Interim Dividend - Rs 3.75 Per Share
NTPC,2021-02-11,Dividend, Interim Dividend - Rs 3 Per Share
NTPC,2021-09-08,Dividend, Dividend - Rs 3.15 Per Share
NTPC,2022-02-03,Dividend,Interim Dividend - Rs 4 Per Share
NTPC,2022-08-10,Dividend,Dividend - Rs 3 Per Share
NTPC,2023-02-03,Dividend,Interim Dividend - Rs 4.25 Per Share
NYKAA,2022-11-10,Bonus,Bonus 5:1
OBEROIRLTY,2022-07-07,Dividend,Dividend - Rs 3 Per Share
OFSS,2021-05-17,Dividend, Interim Dividend - Rs 200 Per Share
OFSS,2022-05-13,Dividend,Interim Dividend - Rs 190 Per Share
OIL,2021-02-23,Dividend, Interim Dividend - Rs 3.50 Per Share
OIL,2021-09-16,Dividend, Annual General Meeting/Dividend - Rs 1.50 Per Share
OIL,2021-11-23,Dividend, Interim Dividend - Rs 3.50 Per Sh
OIL,2022-02-22,Dividend,Interim Dividend - Rs 5.75 Per Sh
OIL,2022-09-15,Dividend,Annual General Meeting/Dividend - Rs 5 Per Share
OIL,2022-11-21,Dividend,Interim Dividend - Rs 4.50 Per Share
OIL,2023-02-22,Dividend,Interim Dividend - Rs 10 Per Share
ONGC,2021-02-17,Dividend, Interim Dividend - Rs 1.75 Per Share
ONGC,2021-09-08,Dividend, Dividend - Rs 1.85 Per Share
ONGC,2021-11-22,Dividend, Interim Dividend - Rs 5.50 Per Share
ONGC,2022-02-21,Dividend,Interim Dividend - Rs 1.75 Per Share
ONGC,2022-08-18,Dividend,Dividend - Rs 3.25 Per Share
ONGC,2022-11-21,Dividend,Interim Dividend - Rs 6.75 Per Share
ONGC,2023-02-24,Dividend,Interim Dividend - Rs 4 Per Share
PAGEIND,2021-02-17,Dividend, Interim Dividend - Rs 150 Per Share
PAGEIND,2021-08-18,Dividend, Interim Dividend - Rs 50 Per Share
PAGEIND,2021-11-17,Dividend, Interim Dividend - Rs 150 Per Share
PAGEIND,2022-02-17,Dividend,Interim Dividend - Rs 100 Per Share
PAGEIND,2022-06-02,Dividend,Interim Dividend - Rs 70 Per Share
PAGEIND,2022-08-18,Dividend,Interim Dividend - Rs 60 Per Share
PAGEIND,2022-11-17,Dividend,Interim Dividend - Rs 70 Per Share
PAGEIND,2023-02-17,Dividend,Interim Dividend - Rs 60 Per Share
PATANJALI,2022-09-23,Dividend,Dividend - Rs 5 Per Share
PERSISTENT,2021-02-09,Dividend, Interim Dividend - Rs 14 Per Share
PERSISTENT,2021-07-13,Dividend, Annual General Meeting/Dividend - Rs 6 Per Share
PERSISTENT,2022-01-27,Dividend,Interim Dividend - Rs 20 Per Share
PERSISTENT,2022-07-11,Dividend,Annual General Meeting/Dividend - Rs 11 Per Share
PERSISTENT,2023-01-25,Dividend,Interim Dividend - Rs 28 Per Share
PETRONET,2021-07-01,Dividend, Dividend - Rs 3.50 Per Share
PETRONET,2021-11-17,Dividend, Special Dividend - Rs 7 Per Share
PETRONET,2022-07-04,Dividend,Dividend - Rs 4.50 Per Share
PETRONET,2022-11-21,Dividend,Special Dividend - Rs 7 Per Share
PFC,2021-03-19,Dividend, Interim Dividend - Rs 8 Per Share
PFC,2021-07-01,Dividend, Dividend - Rs 2 Per Share
PFC,2021-08-31,Dividend, Interim Dividend - Rs 2.25 Per Share
PFC,2021-11-24,Dividend, Interim Dividend - Rs 2.50 Per Share
PFC,2022-02-25,Dividend,Interim Dividend - Rs 6 Per Share
PFC,2022-06-09,Dividend,Dividend - Rs 1.25 Per Share
PFC,2022-09-01,Dividend,Interim Dividend - Rs 2.25 Per Share
PFC,2022-11-24,Dividend,Interim Dividend - Rs 3 Per Share
PFC,2023-02-24,Dividend,Interim Dividend - Rs  3.50 Per Share
PHOENIXLTD,2021-09-16,Dividend, Annual General Meeting/Dividend - Re 1 Per Share
PHOENIXLTD,2022-09-12,Dividend,Annual General Meeting/Dividend - Rs 2.40 Per Share
PIDILITIND,2021-07-27,Dividend, Annual General Meeting/Dividend - Rs 8.50 Per Share
PIDILITIND,2022-07-26,Dividend,Dividend - Rs 10  Per Share
PIIND,2021-02-11,Dividend, Interim Dividend - Rs 3 Per Share
PIIND,2021-09-06,Dividend, Annual General Meeting/Dividend - Rs 2 Per Share
PIIND,2022-02-14,Dividend,Interim Dividend - Rs 3 Per Share
PIIND,2022-08-25,Dividend,Annual General Meeting/Dividend - Rs  3 Per Share
PIIND,2023-02-24,Dividend,Interim Dividend - Rs  4.5 Per Share
PNB,2022-06-22,Dividend,Annual General Meeting/Dividend - Rs 0.64 Per Share
POLYCAB,2021-07-12,Dividend, Annual General Meeting/Dividend - Rs 10 Per Share
POLYCAB,2022-06-21,Dividend,Annual General Meeting/Dividend - Rs 14 Per Share
POWERGRID,2021-03-08,Dividend, Interim Dividend - Rs 4 Per Share
POWERGRID,2021-07-29,Bonus, Bonus 1:3
POWERGRID,2021-09-08,Dividend, Annual General Meeting/Dividend - Rs 3 Per Share
POWERGRID,2021-12-22,Dividend,Interim Dividend - Rs 4 Per Share/ Special Dividend - Rs 3 Per Share
POWERGRID,2022-02-16,Dividend,Interim Dividend - Rs 5.50 Per Share
POWERGRID,2022-08-19,Dividend,Annual General Meeting/Dividend - Rs 2.25 Per Share
POWERGRID,2022-11-14,Dividend,Interim Dividend - Rs 5 Per Share
POWERGRID,2023-02-08,Dividend,Interim Dividend - Rs 5 Per Share
POWERINDIA,2021-05-19,Dividend, Annual General Meeting/Dividend - Rs  2 Per Share
POWERINDIA,2022-07-14,Dividend,Annual General Meeting/Dividend - Rs 3 Per Share
PRESTIGE,2021-09-17,Dividend, Annual General Meeting/Dividend - Rs 1.50 Per Share
PRESTIGE,2022-09-19,Dividend,Annual General Meeting/Dividend - Rs 1.50 Per Share
RECLTD,2021-03-18,Dividend, Interim Dividend - Rs 5 Per Share
RECLTD,2021-08-13,Dividend, Interim Dividend - Rs 2 Per Share
RECLTD,2021-09-16,Dividend, Dividend - Rs 1.71 Per Share
RECLTD,2021-11-11,Dividend, Interim Dividend - Rs 2.50 Per Share
RECLTD,2022-02-15,Dividend,Interim Dividend - Rs 6 Per Share
RECLTD,2022-07-12,Dividend,Dividend - Rs 4.80 Per Share
RECLTD,2022-08-17,Bonus,Bonus 1:3
RECLTD,2022-11-07,Dividend,Interim Dividend - Rs 5 Per Share
RECLTD,2023-02-09,Dividend,Interim Dividend - Rs 3.25 Per Share
RELIANCE,2021-06-11,Dividend, Dividend - Rs 7 Per Share
RELIANCE,2022-08-18,Dividend,Dividend - Rs 8 Per Share
RVNL,2021-04-08,Dividend, Interim Dividend - Rs 1.14 Per Share
RVNL,2021-11-30,Dividend, Annual General Meeting/Dividend - Rs 0.44 Per Share
RVNL,2022-03-24,Dividend,Interim Dividend Re 1.58 Per Share
RVNL,2022-09-22,Dividend,Annual General Meeting/Dividend - Rs  0.25 Per Share
SAIL,2021-02-04,Dividend, Interim Dividend - Rs  1.00 Per Share
SAIL,2021-09-20,Dividend, Dividend - Rs 1.80 Per Share
SAIL,2021-11-09,Dividend, Interim Dividend - Rs 4 Per Sh
SAIL,2022-03-28,Dividend,Interim Dividend - Rs  2.50 Per Share
SAIL,2022-07-28,Dividend,Dividend - Rs 2.25 Per Share
SAIL,2023-03-24,Dividend,Interim Dividend - Re 1 Per Share
SAMMAANCAP,2021-05-28,Dividend, Interim Dividend - Rs 9 Per Share
SBICARD,2022-03-30,Dividend,Interim Dividend - Rs 2.50 Per Share
SBICARD,2023-03-29,Dividend,Interim Dividend - Rs 2.50 Per Share
SBILIFE,2021-04-05,Dividend, Interim Dividend - Rs 2.5 Per Share
SBILIFE,2022-03-29,Dividend,Interim Dividend - Rs 2 Per Share
SBILIFE,2023-03-16,Dividend,Interim Dividend - Rs 2.50 Per Share
SBIN,2021-06-03,Dividend, Dividend - Rs 4 Per Share
SBIN,2022-05-25,Dividend,Dividend - Rs 7.10 Per Share
SHREECEM,2021-07-22,Dividend, Dividend - Rs 60 Per Share
SHREECEM,2022-02-10,Dividend,Interim Dividend - Rs 45 Per Share
SHREECEM,2022-07-13,Dividend,Dividend - Rs 45 Per Share
SHREECEM,2023-02-16,Dividend,Interim Dividend - Rs   45 Per Share
SHRIRAMFIN,2021-04-05,Dividend, Interim Dividend - Rs 6 Per Share
SHRIRAMFIN,2021-06-16,Dividend, Annual General Meeting/Dividend - Rs 6 Per Share
SHRIRAMFIN,2021-11-09,Dividend, Interim Dividend - Rs 8 Per Share
SHRIRAMFIN,2022-03-11,Dividend,Interim Dividend - Rs 12 Per Share
SHRIRAMFIN,2023-01-03,Dividend,Interim Dividend - Rs 15 Per Share
SIEMENS,2021-01-27,Dividend, Dividend - Rs 7 Per Share
SIEMENS,2022-01-20,Dividend,Dividend - Rs 8 Per Share
SIEMENS,2023-01-31,Dividend,Dividend - Rs 10 Per Share
SOLARINDS,2021-08-18,Dividend, Annual General Meeting/Dividend - Rs 6 Per Share
SOLARINDS,2022-05-27,Dividend,Annual General Meeting/ Dividend - Rs 7.50 Per Share
SONACOMS,2022-02-11,Dividend,Interim Dividend - Rs 0.77 Per Share
SONACOMS,2022-06-29,Dividend,Dividend - Rs 0.77 Per Share
SONACOMS,2023-02-06,Dividend,Interim Dividend - Rs 1.28 Per Share
SRF,2021-01-29,Dividend, Interim Dividend - Rs 19 Per Share
SRF,2021-08-05,Dividend, Interim Dividend - Rs 12 Per Share
SRF,2021-10-13,Bonus, Bonus 4:1
SRF,2022-02-03,Dividend,Interim Dividend - Rs 4.75 Per Share
SRF,2022-07-28,Dividend,Interim Dividend- Rs 3.60 Per Share
SRF,2023-02-07,Dividend,Interim Dividend - Rs 3.60 Per Share
SUNPHARMA,2021-02-09,Dividend, Interim Dividend - Rs 5.50 Per Share
SUNPHARMA,2021-08-23,Dividend, Annual General Meeting/Dividend - Rs 2 Per Share
SUNPHARMA,2022-02-09,Dividend,Interim Dividend - Rs 7 Per Share
SUNPHARMA,2022-08-19,Dividend,Dividend - Rs 3 Per Share
SUNPHARMA,2023-02-08,Dividend,Interim Dividend - Rs 7.50 Per Share
SUPREMEIND,2021-06-21,Dividend, Annual General Meeting/Dividend - Rs 17 Per Share
SUPREMEIND,2021-10-29,Dividend, Interim Dividend - Rs 6 Per Share
SUPREMEIND,2022-06-21,Dividend,Annual General Meeting/Dividend - Rs 18 Per Share
SUPREMEIND,2022-11-07,Dividend,Interim Dividend - Rs 6 Per Share
SYNGENE,2022-06-30,Dividend,Dividend - Rs 0.50 Per Share/Special Dividend - Rs 0.50 Per Share
TATACONSUM,2021-06-10,Dividend, Annual General Meeting/Dividend - Rs 4.05 Per Share
TATACONSUM,2022-06-09,Dividend,Annual General Meeting/Dividend - Rs  6.05 Per Share
TATAELXSI,2021-06-17,Dividend, Annual General Meeting/Dividend - Rs 24 Per Share/Special Dividend - Rs 24 Per Share
TATAELXSI,2022-06-15,Dividend,Annual General Meeting/Dividend - Rs 42.5 Per Share
TATAPOWER,2021-06-17,Dividend, Dividend - Rs 1.55 Per Share
TATAPOWER,2022-06-15,Dividend,Dividend - Rs 1.75 Per Share
TATASTEEL,2021-06-17,Dividend, Annual General Meeting/Dividend - Rs 25 Per Share
TATASTEEL,2022-06-15,Dividend,Annual General Meeting/Dividend - Rs  51 Per Share
TATASTEEL,2022-07-28,Split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share
TCS,2021-01-14,Dividend, Interim Dividend - Rs 6 Per Share
TCS,2021-05-25,Dividend, Dividend - Rs 15 Per Share
TCS,2021-07-15,Dividend, Interim Dividend - Rs 7 Per Share
TCS,2021-10-14,Dividend, Interim Dividend - Rs 7 Per Share
TCS,2022-01-19,Dividend,Interim Dividend - Rs 7 Per Share
TCS,2022-05-25,Dividend,Dividend - Rs 22 Per Share
TCS,2022-07-14,Dividend,Interim Dividend- Rs 8 Per Share
TCS,2022-10-17,Dividend,Interim Dividend - Rs 8 Per Share
TCS,2023-01-16,Dividend,Interim Dividend - Rs 8 Per Share Special Dividend - Rs 67 Per Share
TECHM,2021-07-23,Dividend, Annual General Meeting/Dividend - Rs 15 Per Share Special Dividend 15 Per Share
TECHM,2021-11-02,Dividend, Special Dividend - Rs 15 Per Share
TECHM,2022-07-21,Dividend,Annual General Meeting/Special Dividend - Rs 15 Per Share/Dividend - Rs 15 Per Share
TECHM,2022-11-09,Dividend,Special Dividend - Rs 18 Per Share
TIINDIA,2021-02-22,Dividend, Interim Dividend - Rs 2 Per Share
TIINDIA,2021-08-04,Dividend, Annual General Meeting/Dividend - Rs 1.50 Per Share
TIINDIA,2022-02-17,Dividend,Interim Dividend - Rs 2 Per Share
TIINDIA,2022-07-20,Dividend,Dividend - Rs 1.50 Per Sh
TIINDIA,2023-02-15,Dividend,Interim Dividend - Rs 2 Per Share
TITAN,2021-07-22,Dividend, Annual General Meeting/Dividend - Rs 4 Per Share
TITAN,2022-07-08,Dividend,Annual General Meeting/Dividend - Rs 7.50 Per Share
TORNTPHARM,2021-02-15,Dividend, Interim Dividend - Rs 20 Per Share
TORNTPHARM,2021-06-17,Dividend, Dividend - Rs 15 Per Share
TORNTPHARM,2022-02-02,Dividend,Interim Dividend - Rs 25 Per Share
TORNTPHARM,2022-07-08,Bonus,Bonus 1:1
TORNTPHARM,2023-02-03,Dividend,Interim Dividend - Rs 14 Per Share
TORNTPOWER,2021-02-16,Dividend, Interim Dividend - Rs 5.50 Per Share
TORNTPOWER,2021-06-24,Dividend, Dividend - Rs 5.50  Per Share
TORNTPOWER,2022-02-10,Dividend,Interim Dividend - Rs 9 Per Share
TORNTPOWER,2023-02-22,Dividend,Interim Dividend - Rs 09 Per Share / Special Dividend - Rs 13 Per Share
TRENT,2021-07-09,Dividend, Annual General Meeting/Dividend - Re 0.60 Per Share
TRENT,2022-02-22,Dividend,Interim Dividend - Rs 0.60 Per Share
TRENT,2022-05-20,Dividend,Dividend- Rs 1.1 Per Share
TVSMOTOR,2021-02-04,Dividend, Interim Dividend - Rs  2.10 Per Share
TVSMOTOR,2021-03-30,Dividend, Interim Dividend - Rs 1.40 Per Share
TVSMOTOR,2022-03-25,Dividend,Interim Dividend - Rs 3.75 Per Share
TVSMOTOR,2023-02-02,Dividend,Interim Dividend - Rs 5 Per Share
ULTRACEMCO,2021-08-02,Dividend, Annual General Meeting/Dividend - Rs 37 Per Share
ULTRACEMCO,2022-08-02,Dividend,Annual General Meeting/Dividend - Rs 38 Per Share
UNIONBANK,2022-06-22,Dividend,Annual General Meeting/Dividend - Rs 1.90 Per Share
UNOMINDA,2021-02-15,Dividend, Interim Dividend - Rs 0.35 Per Share
UNOMINDA,2021-08-04,Dividend, Dividend - Rs 0.50 Per Share
UNOMINDA,2022-02-16,Dividend,Interim Dividend - Rs 0.50 Per Share
UNOMINDA,2022-07-07,Dividend,Dividend - Rs 1 Per Share
UNOMINDA,2022-07-07,Bonus,Bonus 1:1
UNOMINDA,2023-02-20,Dividend,Interim Dividend - Re 0.50 Per Share
UPL,2021-07-14,Dividend, Dividend - Rs 10 Per Share
UPL,2022-07-27,Dividend,Dividend - Rs 10 Per Share
VBL,2021-06-10,Bonus, Bonus 1:2
VBL,2021-08-11,Dividend, Interim Dividend - Rs 2.50 Per Share
VBL,2022-06-06,Bonus,Bonus 1:2
VBL,2022-08-11,Dividend,Interim Dividend - Rs 2.50 Per Share
VEDL,2021-09-08,Dividend, Interim Dividend - Rs 18.50 Per Share
VEDL,2021-12-17,Dividend, Interim Dividend - Rs  13.50 Per Share
VEDL,2022-03-09,Dividend,Interim Dividend
VEDL,2022-05-06,Dividend,Interim Dividend - Rs 31.5 Per Share
VEDL,2022-07-26,Dividend,Interim Dividend- Rs 19.50 Per Share
VEDL,2022-11-29,Dividend,Interim Dividend - Rs 17.50 Per Share
VEDL,2023-02-03,Dividend,Interim Dividend - Rs 12.50 Per Share
VOLTAS,2021-08-11,Dividend, Annual General Meeting/Dividend - Rs 5 Per Share
VOLTAS,2022-06-09,Dividend,Annual General Meeting/Dividend - Rs 5.50 Per Share
WIPRO,2021-01-22,Dividend, Interim Dividend - Re 1 Per Share
WIPRO,2022-01-21,Dividend,Interim Dividend - Re 1 Per Share
WIPRO,2022-04-05,Dividend,Interim Dividend - Rs 5 Per Share
WIPRO,2023-01-24,Dividend,Interim Dividend - Re  1 Per Share
ZYDUSLIFE,2021-07-28,Dividend, Annual General Meeting/Dividend - Rs 3.50 Per Share
ZYDUSLIFE,2022-07-28,Dividend,Dividend - Rs 2.50 Per Share
