,entry_date,exit_date,pair,strategy,direction,days,entry_z,exit_z,gross,charges,net,reason,win
150,2024-09-17,2024-09-23,ADANIENT/ADANIGREEN,PAIRS,BUY_A,6,-2.358,-2.243,-546.0,66.0,-612.0,INTRADAY,False
151,2024-09-17,2024-09-18,NHPC/IRFC,PAIRS,SELL_A,1,2.157,2.113,16763.0,2012.0,14752.0,INTRADAY,True
152,2024-09-18,2024-09-19,DABUR/BRITANNIA,PAIRS,BUY_A,1,-2.268,-1.797,15827.0,1899.0,13928.0,INTRADAY,True
153,2024-09-18,2024-09-19,ITC_CAL,CALENDAR,BUY_NEAR,1,-2.13,-1.11,6440.0,773.0,5667.0,INTRADAY,True
154,2024-09-19,2024-09-24,LTF/LICHSGFIN,PAIRS,SELL_A,5,2.151,1.88,-3654.0,438.0,-4092.0,TIME_STOP,False
155,2024-09-19,2024-09-20,ABB/HAVELLS,PAIRS,BUY_A,1,-2.141,-2.028,24060.0,2887.0,21173.0,INTRADAY,True
156,2024-09-20,2024-09-25,DABUR/BRITANNIA,PAIRS,BUY_A,5,-2.228,-3.532,-64017.0,7682.0,-71699.0,TIME_STOP,False
157,2024-09-20,2024-09-25,BAJAJFINSV/MANAPPURAM,PAIRS,SELL_A,5,2.164,2.095,-25856.0,3103.0,-28959.0,TIME_STOP,False
158,2024-09-23,2024-09-30,ICICIBANK/SBIN,PAIRS,SELL_A,7,2.4,1.325,34353.0,4122.0,30231.0,PROFIT,True
159,2024-09-23,2024-09-26,ADANIENT/ADANIGREEN,PAIRS,BUY_A,3,-2.243,-1.784,25769.0,3092.0,22677.0,INTRADAY,True
160,2024-09-24,2024-09-30,KOTAKBANK/PNB,PAIRS,SELL_A,6,2.526,1.741,35104.0,4213.0,30892.0,INTRADAY,True
161,2024-09-25,2024-09-26,DABUR/MARICO,PAIRS,BUY_A,1,-2.352,-2.191,10958.0,1315.0,9643.0,INTRADAY,True
162,2024-09-25,2024-09-30,LTF/MANAPPURAM,PAIRS,SELL_A,5,2.349,2.222,2352.0,282.0,2070.0,TIME_STOP,True
163,2024-09-26,2024-10-01,BAJAJFINSV/SBICARD,PAIRS,SELL_A,5,2.495,2.171,-8328.0,999.0,-9328.0,TIME_STOP,False
164,2024-09-26,2024-09-27,DABUR/MARICO,PAIRS,BUY_A,1,-2.191,-1.776,14717.0,1766.0,12951.0,INTRADAY,True
165,2024-09-26,2024-09-27,ITC_CAL,CALENDAR,SELL_NEAR,1,2.906,3.726,5880.0,706.0,5174.0,INTRADAY,True
166,2024-09-26,2024-09-27,COLPAL_CAL,CALENDAR,SELL_NEAR,1,2.451,-0.843,5810.0,697.0,5113.0,PROFIT,True
167,2024-09-27,2024-09-30,ITC_CAL,CALENDAR,SELL_NEAR,3,3.726,0.784,9880.0,1186.0,8694.0,INTRADAY,True
168,2024-09-30,2024-10-07,DABUR/MARICO,PAIRS,BUY_A,7,-2.203,-2.913,-73437.0,8812.0,-82249.0,TIME_STOP,False
169,2024-10-01,2024-10-03,BAJAJFINSV/MUTHOOTFIN,PAIRS,SELL_A,2,2.706,1.731,58971.0,7076.0,51894.0,INTRADAY,True
170,2024-10-01,2024-10-04,LTF/LICHSGFIN,PAIRS,SELL_A,3,2.402,1.423,53127.0,6375.0,46752.0,PROFIT,True
171,2024-10-03,2024-10-04,NESTLEIND/TATACONSUM,PAIRS,SELL_A,1,2.377,2.214,15099.0,1812.0,13287.0,INTRADAY,True
172,2024-10-03,2024-10-04,NHPC/IRFC,PAIRS,SELL_A,1,2.028,1.91,14708.0,1765.0,12943.0,INTRADAY,True
173,2024-10-04,2024-10-08,NHPC/IRFC,PAIRS,SELL_A,4,1.91,1.385,21782.0,2614.0,19168.0,PROFIT,True
174,2024-10-04,2024-10-08,NESTLEIND/TATACONSUM,PAIRS,SELL_A,4,2.214,2.135,11921.0,1431.0,10491.0,INTRADAY,True
175,2024-10-07,2024-10-08,ITC_CAL,CALENDAR,SELL_NEAR,1,4.078,2.687,6640.0,797.0,5843.0,INTRADAY,True
176,2024-10-07,2024-10-08,BAJAJFINSV/MUTHOOTFIN,PAIRS,SELL_A,1,2.171,1.554,44109.0,5293.0,38816.0,INTRADAY,True
177,2024-10-07,2024-10-08,LT/GMRAIRPORT,PAIRS,SELL_A,1,2.069,1.866,14701.0,1764.0,12937.0,INTRADAY,True
178,2024-10-07,2024-10-10,DABUR/BRITANNIA,PAIRS,BUY_A,3,-2.632,-1.66,50955.0,6115.0,44841.0,INTRADAY,True
179,2024-10-08,2024-10-09,NESTLEIND/TATACONSUM,PAIRS,SELL_A,1,2.135,1.466,20554.0,2467.0,18088.0,PROFIT,True
180,2024-10-08,2024-10-09,ITC_CAL,CALENDAR,SELL_NEAR,1,2.687,2.362,27520.0,3302.0,24218.0,INTRADAY,True
181,2024-10-08,2024-10-09,HINDUNILVR_CAL,CALENDAR,SELL_NEAR,1,2.43,2.424,18405.0,2209.0,16196.0,INTRADAY,True
182,2024-10-09,2024-10-10,HINDUNILVR_CAL,CALENDAR,SELL_NEAR,1,2.424,2.779,13905.0,1669.0,12236.0,INTRADAY,True
183,2024-10-09,2024-10-10,ITC_CAL,CALENDAR,SELL_NEAR,1,2.362,1.18,10320.0,1238.0,9082.0,INTRADAY,True
184,2024-10-09,2024-10-14,MANAPPURAM/HDFCAMC,PAIRS,BUY_A,5,-1.893,-2.548,-48552.0,5826.0,-54378.0,TIME_STOP,False
185,2024-10-10,2024-10-11,HINDUNILVR_CAL,CALENDAR,SELL_NEAR,1,2.779,2.576,13245.0,1589.0,11656.0,INTRADAY,True
186,2024-10-11,2024-10-14,HINDUNILVR_CAL,CALENDAR,SELL_NEAR,3,2.576,2.306,11100.0,1332.0,9768.0,INTRADAY,True
187,2024-10-11,2024-10-16,SIEMENS/HAVELLS,PAIRS,SELL_A,5,1.989,2.299,-46484.0,5578.0,-52062.0,TIME_STOP,False
188,2024-10-14,2024-10-15,HINDUNILVR_CAL,CALENDAR,SELL_NEAR,1,2.306,2.263,8670.0,1040.0,7630.0,INTRADAY,True
189,2024-10-14,2024-10-15,TCS/WIPRO,PAIRS,BUY_A,1,-2.679,-1.936,44332.0,5320.0,39012.0,INTRADAY,True
190,2024-10-14,2024-10-16,DABUR/MARICO,PAIRS,BUY_A,2,-2.297,-1.554,40150.0,4818.0,35332.0,INTRADAY,True
191,2024-10-15,2024-10-16,HINDUNILVR_CAL,CALENDAR,SELL_NEAR,1,2.263,2.158,12810.0,1537.0,11273.0,INTRADAY,True
192,2024-10-15,2024-10-17,RELIANCE/IOC,PAIRS,BUY_A,2,-2.328,-0.999,35750.0,4290.0,31460.0,PROFIT,True
193,2024-10-15,2024-10-17,TCS/WIPRO,PAIRS,BUY_A,2,-1.936,-1.544,17373.0,2085.0,15288.0,INTRADAY,True
194,2024-10-16,2024-10-21,ABB/HAVELLS,PAIRS,SELL_A,5,2.199,1.78,19688.0,2363.0,17325.0,INTRADAY,True
195,2024-10-16,2024-10-18,SBICARD/HDFCAMC,PAIRS,BUY_A,2,-3.104,-2.133,43511.0,5221.0,38290.0,INTRADAY,True
196,2024-10-16,2024-10-17,HINDUNILVR_CAL,CALENDAR,SELL_NEAR,1,2.158,2.137,16530.0,1984.0,14546.0,INTRADAY,True
197,2024-10-17,2024-10-18,HINDUNILVR_CAL,CALENDAR,SELL_NEAR,1,2.137,1.61,13320.0,1598.0,11722.0,INTRADAY,True
198,2024-10-17,2024-10-22,LT/GMRAIRPORT,PAIRS,SELL_A,5,2.147,2.989,-52470.0,6296.0,-58767.0,TIME_STOP,False
199,2024-10-18,2024-10-21,COLPAL_CAL,CALENDAR,SELL_NEAR,3,2.343,1.365,33548.0,4026.0,29522.0,INTRADAY,True
200,2024-10-18,2024-10-21,LTF/MANAPPURAM,PAIRS,SELL_A,3,2.881,2.255,61298.0,7356.0,53942.0,INTRADAY,True
201,2024-10-18,2024-10-23,TCS/WIPRO,PAIRS,BUY_A,5,-2.375,-2.161,-13623.0,1635.0,-15258.0,TIME_STOP,False
202,2024-10-18,2024-10-23,SAIL/NMDC,PAIRS,BUY_A,5,-1.762,-2.883,-41790.0,5015.0,-46805.0,TIME_STOP,False
203,2024-10-21,2024-10-22,BAJFINANCE/SHRIRAMFIN,PAIRS,BUY_A,1,-1.927,-1.753,24451.0,2934.0,21517.0,INTRADAY,True
204,2024-10-21,2024-10-24,NESTLEIND/TATACONSUM,PAIRS,SELL_A,3,2.281,1.61,31235.0,3748.0,27487.0,INTRADAY,True
205,2024-10-21,2024-10-28,MANAPPURAM/HDFCAMC,PAIRS,BUY_A,7,-3.604,-1.898,76479.0,9178.0,67302.0,TIME_STOP,True
206,2024-10-22,2024-10-23,SAIL_CAL,CALENDAR,SELL_NEAR,1,3.105,0.254,8080.0,970.0,7110.0,PROFIT,True
207,2024-10-25,2024-10-30,LTF/LICHSGFIN,PAIRS,BUY_A,5,-1.972,-1.949,-13948.0,1674.0,-15622.0,TIME_STOP,False
208,2024-10-25,2024-10-28,RELIANCE/IOC,PAIRS,SELL_A,3,2.333,2.183,539705.0,64765.0,474940.0,LOT_CHANGE,True
209,2024-10-30,2024-10-31,TCS/WIPRO,PAIRS,BUY_A,1,-2.152,-2.007,24228.0,2907.0,21321.0,INTRADAY,True
210,2024-10-30,2024-11-04,SAIL/NMDC,PAIRS,BUY_A,5,-2.576,-2.613,-21268.0,2552.0,-23820.0,TIME_STOP,False
211,2024-10-31,2024-11-01,COLPAL_CAL,CALENDAR,BUY_NEAR,1,-2.511,-1.27,18445.0,2213.0,16232.0,INTRADAY,True
212,2024-10-31,2024-11-01,OBEROIRLTY_CAL,CALENDAR,BUY_NEAR,1,-2.454,0.478,7280.0,874.0,6406.0,PROFIT,True
213,2024-10-31,2024-11-04,TCS/WIPRO,PAIRS,BUY_A,4,-2.007,-1.484,31161.0,3739.0,27422.0,PROFIT,True
214,2024-10-31,2024-11-05,LT/GMRAIRPORT,PAIRS,SELL_A,5,3.018,2.431,4084.0,490.0,3594.0,TIME_STOP,True
215,2024-11-07,2024-11-08,OBEROIRLTY_CAL,CALENDAR,SELL_NEAR,1,4.055,3.497,22610.0,2713.0,19897.0,INTRADAY,True
216,2024-11-08,2024-11-11,OBEROIRLTY_CAL,CALENDAR,SELL_NEAR,3,3.497,2.881,21997.0,2640.0,19358.0,INTRADAY,True
217,2024-11-08,2024-11-11,LTF/LICHSGFIN,PAIRS,BUY_A,3,-1.995,-1.736,31454.0,3775.0,27680.0,INTRADAY,True
218,2024-11-11,2024-11-12,SAIL/NMDC,PAIRS,BUY_A,1,-2.105,-1.84,23373.0,2805.0,20568.0,INTRADAY,True
219,2024-11-11,2024-11-12,OBEROIRLTY_CAL,CALENDAR,SELL_NEAR,1,2.881,2.347,20895.0,2507.0,18388.0,INTRADAY,True
220,2024-11-12,2024-11-14,SAIL/NMDC,PAIRS,BUY_A,2,-1.84,-1.711,8204.0,984.0,7219.0,INTRADAY,True
221,2024-11-12,2024-11-13,OBEROIRLTY_CAL,CALENDAR,SELL_NEAR,1,2.347,2.938,31518.0,3782.0,27735.0,INTRADAY,True
222,2024-11-13,2024-11-14,OBEROIRLTY_CAL,CALENDAR,SELL_NEAR,1,2.938,3.56,24342.0,2921.0,21421.0,INTRADAY,True
223,2024-11-13,2024-11-14,ADANIENT/ADANIGREEN,PAIRS,SELL_A,1,2.009,1.781,43492.0,5219.0,38273.0,INTRADAY,True
224,2024-11-14,2024-11-18,OBEROIRLTY_CAL,CALENDAR,SELL_NEAR,4,3.56,2.951,24518.0,2942.0,21575.0,INTRADAY,True
225,2024-11-18,2024-11-19,OBEROIRLTY_CAL,CALENDAR,SELL_NEAR,1,2.951,3.092,24658.0,2959.0,21699.0,INTRADAY,True
226,2024-11-19,2024-11-21,OBEROIRLTY_CAL,CALENDAR,SELL_NEAR,2,3.092,2.736,20983.0,2518.0,18465.0,INTRADAY,True
227,2024-11-19,2024-11-21,ADANIENT/ADANIGREEN,PAIRS,SELL_A,2,2.155,1.611,118611.0,14233.0,104378.0,INTRADAY,True
228,2024-11-19,2024-11-25,BAJAJFINSV/SBICARD,PAIRS,BUY_A,6,-2.204,-2.273,-12302.0,1476.0,-13778.0,TIME_STOP,False
229,2024-11-21,2024-11-22,NTPC/TATAPOWER,PAIRS,BUY_A,1,-2.612,-2.124,17993.0,2159.0,15834.0,INTRADAY,True
230,2024-11-22,2024-11-25,NTPC/TATAPOWER,PAIRS,BUY_A,3,-2.124,-1.495,15001.0,1800.0,13201.0,PROFIT,True
231,2024-11-22,2024-11-27,ADANIENT/ADANIGREEN,PAIRS,SELL_A,5,2.332,2.663,-181028.0,21723.0,-202751.0,TIME_STOP,False
232,2024-11-26,2024-11-27,NTPC/TATAPOWER,PAIRS,BUY_A,1,-1.967,-1.851,16960.0,2035.0,14925.0,INTRADAY,True
233,2024-11-27,2024-11-29,NTPC/TATAPOWER,PAIRS,BUY_A,2,-1.851,-1.726,6263.0,752.0,5511.0,INTRADAY,True
234,2024-11-28,2024-12-02,BAJAJFINSV/LICHSGFIN,PAIRS,BUY_A,4,-2.128,-1.56,45368.0,5444.0,39924.0,INTRADAY,True
235,2024-11-28,2024-11-29,ITC_CAL,CALENDAR,SELL_NEAR,1,2.319,1.818,11920.0,1430.0,10490.0,INTRADAY,True
236,2024-11-29,2024-12-04,NTPC/TATAPOWER,PAIRS,BUY_A,5,-1.726,-1.76,-9426.0,1131.0,-10557.0,TIME_STOP,False
237,2024-12-04,2024-12-05,OBEROIRLTY_CAL,CALENDAR,SELL_NEAR,1,2.349,1.699,17517.0,2102.0,15415.0,INTRADAY,True
238,2024-12-06,2024-12-09,ITC_CAL,CALENDAR,SELL_NEAR,3,2.267,1.758,12160.0,1459.0,10701.0,INTRADAY,True
239,2024-12-06,2024-12-09,NHPC/IRFC,PAIRS,BUY_A,3,-1.689,-1.368,13027.0,1563.0,11464.0,PROFIT,True
240,2024-12-09,2024-12-16,HINDALCO/VEDL,PAIRS,BUY_A,7,-2.942,-2.872,-57600.0,6912.0,-64512.0,TIME_STOP,False
241,2024-12-09,2024-12-10,DLF/GODREJPROP,PAIRS,SELL_A,1,2.206,1.573,27676.0,3321.0,24355.0,INTRADAY,True
242,2024-12-09,2024-12-10,HDFCBANK/ICICIBANK,PAIRS,SELL_A,1,2.173,1.757,19251.0,2310.0,16941.0,INTRADAY,True
243,2024-12-09,2024-12-11,PNB/IDFCFIRSTB,PAIRS,SELL_A,2,1.92,1.713,10973.0,1317.0,9656.0,INTRADAY,True
244,2024-12-10,2024-12-11,IRFC/HUDCO,PAIRS,BUY_A,1,-2.394,-0.654,73119.0,8774.0,64344.0,PROFIT,True
245,2024-12-10,2024-12-11,DLF/IRCTC,PAIRS,SELL_A,1,1.818,1.264,22250.0,2670.0,19580.0,PROFIT,True
246,2024-12-11,2024-12-12,DALBHARAT/GRASIM,PAIRS,SELL_A,1,2.387,1.849,21928.0,2631.0,19296.0,INTRADAY,True
247,2024-12-11,2024-12-12,TATAPOWER/HUDCO,PAIRS,BUY_A,1,-2.051,-1.721,36382.0,4366.0,32016.0,INTRADAY,True
248,2024-12-11,2024-12-13,DLF/GODREJPROP,PAIRS,SELL_A,2,1.728,1.489,10562.0,1267.0,9295.0,PROFIT,True
249,2024-12-13,2024-12-18,LTF/MANAPPURAM,PAIRS,BUY_A,5,-2.208,-2.296,-39730.0,4768.0,-44498.0,TIME_STOP,False
250,2024-12-13,2024-12-18,DLF/IRCTC,PAIRS,SELL_A,5,1.907,2.409,-37709.0,4525.0,-42234.0,TIME_STOP,False
251,2024-12-16,2024-12-18,IRFC/HUDCO,PAIRS,BUY_A,2,-2.337,-1.953,28184.0,3382.0,24802.0,INTRADAY,True
252,2024-12-17,2024-12-18,DALBHARAT/GRASIM,PAIRS,SELL_A,1,2.666,1.656,34871.0,4184.0,30686.0,INTRADAY,True
253,2024-12-18,2024-12-19,IRFC/HUDCO,PAIRS,BUY_A,1,-1.953,-1.619,30422.0,3651.0,26772.0,INTRADAY,True
254,2024-12-18,2024-12-23,ULTRACEMCO/GRASIM,PAIRS,SELL_A,5,1.944,1.88,6799.0,816.0,5983.0,INTRADAY,True
255,2024-12-19,2024-12-24,DABUR/GODREJCP,PAIRS,SELL_A,5,2.001,2.201,-15706.0,1885.0,-17590.0,TIME_STOP,False
256,2024-12-20,2024-12-23,IRFC/HUDCO,PAIRS,BUY_A,3,-1.972,-1.479,22739.0,2729.0,20010.0,PROFIT,True
257,2024-12-23,2024-12-30,ULTRACEMCO/GRASIM,PAIRS,SELL_A,7,1.88,1.998,-23120.0,2774.0,-25895.0,TIME_STOP,False
258,2024-12-26,2024-12-30,DLF/IRCTC,PAIRS,SELL_A,4,2.06,1.812,16785.0,2014.0,14771.0,INTRADAY,True
259,2024-12-26,2024-12-31,LTF/MANAPPURAM,PAIRS,BUY_A,5,-2.262,-2.304,-43407.0,5209.0,-48616.0,TIME_STOP,False
260,2024-12-26,2024-12-27,ITC_CAL,CALENDAR,SELL_NEAR,1,2.477,2.278,8720.0,1046.0,7674.0,INTRADAY,True
261,2024-12-27,2024-12-30,ITC_CAL,CALENDAR,SELL_NEAR,3,2.278,2.364,7760.0,931.0,6829.0,INTRADAY,True
262,2024-12-30,2024-12-31,SAIL_CAL,CALENDAR,SELL_NEAR,1,2.265,2.255,10800.0,1296.0,9504.0,INTRADAY,True
263,2024-12-30,2024-12-31,ITC_CAL,CALENDAR,SELL_NEAR,1,2.364,2.53,14320.0,1718.0,12602.0,INTRADAY,True
264,2024-12-30,2025-01-06,LUPIN/TORNTPHARM,PAIRS,SELL_A,7,2.221,2.231,-52717.0,6326.0,-59044.0,TIME_STOP,False
265,2024-12-30,2024-12-31,DLF/IRCTC,PAIRS,SELL_A,1,1.812,1.255,27418.0,3290.0,24128.0,PROFIT,True
266,2024-12-30,2024-12-31,DALBHARAT/GRASIM,PAIRS,SELL_A,1,2.045,1.852,10288.0,1235.0,9054.0,INTRADAY,True
267,2024-12-30,2025-01-03,ADANIENT/ADANIGREEN,PAIRS,SELL_A,4,1.883,1.712,-6345.0,761.0,-7107.0,INTRADAY,False
268,2024-12-31,2025-01-06,KOTAKBANK/AXISBANK,PAIRS,SELL_A,6,2.408,1.789,25577.0,3069.0,22508.0,INTRADAY,True
269,2024-12-31,2025-01-01,SAIL_CAL,CALENDAR,SELL_NEAR,1,2.255,1.219,6680.0,802.0,5878.0,INTRADAY,True
270,2024-12-31,2025-01-01,ITC_CAL,CALENDAR,SELL_NEAR,1,2.53,2.189,6800.0,816.0,5984.0,INTRADAY,True
271,2025-01-01,2025-01-02,DABUR/GODREJCP,PAIRS,SELL_A,1,1.927,1.698,14660.0,1759.0,12900.0,INTRADAY,True
272,2025-01-01,2025-01-02,ITC_CAL,CALENDAR,SELL_NEAR,1,2.189,2.212,10400.0,1248.0,9152.0,INTRADAY,True
273,2025-01-02,2025-01-03,ITC_CAL,CALENDAR,SELL_NEAR,1,2.212,0.433,19120.0,2294.0,16826.0,INTRADAY,True
274,2025-01-02,2025-01-06,BAJFINANCE/SBICARD,PAIRS,SELL_A,4,2.709,1.411,56110.0,6733.0,49377.0,PROFIT,True
275,2025-01-03,2025-01-06,HINDUNILVR_CAL,CALENDAR,SELL_NEAR,3,2.189,0.599,14415.0,1730.0,12685.0,INTRADAY,True
276,2025-01-06,2025-01-08,ULTRACEMCO/GRASIM,PAIRS,SELL_A,2,1.77,1.656,9550.0,1146.0,8404.0,INTRADAY,True
277,2025-01-06,2025-01-07,ITC_CAL,CALENDAR,SELL_NEAR,1,3.558,3.181,12160.0,1459.0,10701.0,INTRADAY,True
278,2025-01-06,2025-01-07,DLF/GODREJPROP,PAIRS,SELL_A,1,1.834,1.699,13569.0,1628.0,11941.0,INTRADAY,True
279,2025-01-07,2025-01-08,ITC_CAL,CALENDAR,SELL_NEAR,1,3.181,2.833,23600.0,2832.0,20768.0,INTRADAY,True
280,2025-01-08,2025-01-09,ITC_CAL,CALENDAR,SELL_NEAR,1,2.833,2.268,23200.0,2784.0,20416.0,INTRADAY,True
281,2025-01-08,2025-01-09,DLF/GODREJPROP,PAIRS,SELL_A,1,2.122,1.844,23944.0,2873.0,21070.0,INTRADAY,True
282,2025-01-08,2025-01-10,DALBHARAT/GRASIM,PAIRS,SELL_A,2,2.047,1.787,20199.0,2424.0,17775.0,INTRADAY,True
283,2025-01-09,2025-01-10,ITC_CAL,CALENDAR,SELL_NEAR,1,2.268,2.022,12800.0,1536.0,11264.0,INTRADAY,True
284,2025-01-09,2025-01-13,DLF/GODREJPROP,PAIRS,SELL_A,4,1.844,1.635,35343.0,4241.0,31102.0,INTRADAY,True
285,2025-01-09,2025-01-14,BANDHANBNK/AUBANK,PAIRS,BUY_A,5,-1.908,-2.139,-20131.0,2416.0,-22546.0,TIME_STOP,False
286,2025-01-10,2025-01-13,ITC_CAL,CALENDAR,SELL_NEAR,3,2.022,2.174,12560.0,1507.0,11053.0,INTRADAY,True
287,2025-01-13,2025-01-14,ITC_CAL,CALENDAR,SELL_NEAR,1,2.174,2.053,8000.0,960.0,7040.0,INTRADAY,True
288,2025-01-13,2025-01-16,INFY/MPHASIS,PAIRS,SELL_A,3,2.671,1.525,71183.0,8542.0,62641.0,INTRADAY,True
289,2025-01-13,2025-01-15,LT/DLF,PAIRS,SELL_A,2,2.554,1.894,39713.0,4766.0,34948.0,INTRADAY,True
290,2025-01-13,2025-01-15,DALBHARAT/GRASIM,PAIRS,SELL_A,2,2.206,2.054,13176.0,1581.0,11595.0,INTRADAY,True
291,2025-01-14,2025-01-15,ITC_CAL,CALENDAR,SELL_NEAR,1,2.053,1.831,10560.0,1267.0,9293.0,INTRADAY,True
292,2025-01-15,2025-01-16,BANKBARODA/RBLBANK,PAIRS,BUY_A,1,-2.257,-1.463,37158.0,4459.0,32699.0,PROFIT,True
293,2025-01-15,2025-01-16,DALBHARAT/GRASIM,PAIRS,SELL_A,1,2.054,1.62,19362.0,2323.0,17039.0,INTRADAY,True
294,2025-01-15,2025-01-16,DLF/GODREJPROP,PAIRS,SELL_A,1,1.778,1.469,11902.0,1428.0,10474.0,PROFIT,True
295,2025-01-15,2025-01-20,KOTAKBANK/AXISBANK,PAIRS,SELL_A,5,2.363,3.739,-162765.0,19532.0,-182297.0,TIME_STOP,False
296,2025-01-15,2025-01-16,COLPAL_CAL,CALENDAR,SELL_NEAR,1,2.396,1.102,12539.0,1505.0,11034.0,INTRADAY,True
297,2025-01-20,2025-01-24,KOTAKBANK/RBLBANK,PAIRS,SELL_A,4,3.264,2.154,44457.0,5335.0,39122.0,INTRADAY,True
298,2025-01-21,2025-01-22,COLPAL_CAL,CALENDAR,SELL_NEAR,1,3.025,2.436,9214.0,1106.0,8108.0,INTRADAY,True
